norm_time,CharacterStatus,ECG,HR,RR,Marker
5.350450176,,0.701,,,
5.358150144,,1.359,,,
5.365840128,,1.389,,,
5.373540096,,0.519,,,
5.381240064,,-0.325,,,
5.388940032,,-0.261,,,
5.39664,,-0.059,,,
5.404339968,,-0.241,,,
5.412040192,,-0.263,,,
5.419730176,,-0.146,,,
5.427430144,,-0.169,,,
5.435130112,,-0.181,,,
5.44283008,,-0.124,,,
5.450530048,,-0.106,,,
5.458230016,,-0.101,,,
5.46592,,-0.069,,,
5.473619968,,-0.037,,,
5.481320192,,-0.012,,,
5.48902016,,0.007,,,
5.496720128,,0.027,,,
5.504420096,,0.049,,,
5.512120064,,0.084,,,
5.519810048,,0.121,,,
5.527510016,,0.136,,,
5.535209984,,0.146,,,
5.542909952,,0.166,,,
5.550610176,,0.186,,,
5.558310144,,0.191,,,
5.566000128,,0.183,,,
5.573700096,,0.164,,,
5.581400064,,0.131,,,
5.589100032,,0.087,,,
5.5968,,0.022,,,
5.604499968,,-0.039,,,
5.612200192,,-0.072,,,
5.619890176,,-0.091,,,
5.627590144,,-0.116,,,
5.635290112,,-0.121,,,
5.64299008,,-0.111,,,
5.650690048,,-0.096,,,
5.658390016,,-0.079,,,
5.66608,,-0.074,,,
5.673779968,,-0.087,,,
5.681480192,,-0.079,,,
5.68918016,,-0.047,,,
5.696880128,,-0.029,,,
5.704580096,,-0.019,,,
5.71227008,,-0.004,,,
5.719970048,,0.012,,,
5.727670016,,0.024,,,
5.735369984,,0.029,,,
5.743070208,,0.019,,,
5.750770176,,0.009,,,
5.75846016,,0.027,,,
5.766160128,,0.049,,,
5.773860096,,0.039,,,
5.781560064,,0.027,,,
5.789260032,,0.039,,,
5.79696,,0.052,,,
5.804649984,,0.042,,,
5.812349952,,0.037,,,
5.820050176,,0.047,,,
5.827750144,,0.064,,,
5.835450112,,0.064,,,
5.84315008,,0.044,,,
5.850840064,,0.044,,,
5.858540032,,0.074,,,
5.86624,,0.077,,,
5.873939968,,0.054,,,
5.881640192,,0.037,,,
5.88934016,,0.032,,,
5.897030144,,0.042,,,
5.904730112,,0.057,,,
5.91243008,,0.052,,,
5.920130048,,0.044,,,
5.927830016,,0.024,,,
5.935529984,,-0.004,,,
5.943219968,,0.151,,,
5.950920192,,0.723,,,
5.95862016,,1.419,,,
5.966320128,,1.561,,,
5.974020096,,0.77,,,
5.981720064,,-0.121,,,
5.989410048,,-0.124,,,
5.997110016,,0.106,,,
6.004809984,,-0.059,,,
6.012510208,,-0.114,,,
6.020210176,,0.0,,,
6.027910144,,-0.017,,,
6.035600128,,-0.037,,,
6.043300096,,0.017,,,
6.051000064,,0.032,,,
6.058700032,,0.029,,,
6.0664,,0.062,,,
6.074099968,,0.087,,,
6.081789952,,0.096,,,
6.089490176,,0.116,,,
6.097190144,,0.139,,,
6.104890112,,0.169,,,
6.11259008,,0.201,,,
6.120290048,,0.226,,,
6.127980032,,0.241,,,
6.13568,,0.261,,,
6.143379968,,0.283,,,
6.151080192,,0.293,,,
6.15878016,,0.288,,,
6.166480128,,0.28,,,
6.174170112,,0.273,,,
6.18187008,,0.251,99.0,603.0,
6.189570048,,0.201,,604.0,
6.197270016,,0.126,,,
6.204969984,,0.062,,,
6.212669952,,0.022,,,
6.220370176,,-0.007,,,
6.22806016,,-0.032,,,
6.235760128,,-0.044,,,
6.243460096,,-0.049,,,
6.251160064,,-0.034,,,
6.258860032,,-0.019,,,
6.26656,,-0.032,,,
6.274259968,,-0.037,,,
6.281960192,,-0.009,,,
6.289650176,,0.012,,,
6.297350144,,0.007,,,
6.305050112,,-0.004,,,
6.31275008,,0.002,,,
6.320450048,,0.019,,,
6.328150016,,0.024,,,
6.335849984,,0.022,,,
6.343539968,,0.022,,,
6.351240192,,0.037,,,
6.35894016,,0.044,,,
6.366640128,,0.042,,,
6.374340096,,0.042,,,
6.382040064,,0.032,,,
6.389740032,,0.012,,,
6.397430016,,0.009,,,
6.405129984,,0.019,,,
6.412830208,,0.012,,,
6.420530176,,0.014,,,
6.428230144,,0.034,,,
6.435930112,,0.032,,,
6.44363008,,0.019,,,
6.451320064,,0.034,,,
6.459020032,,0.044,,,
6.46672,,0.034,,,
6.474419968,,0.032,,,
6.482120192,,0.032,,,
6.48982016,,0.019,,,
6.497520128,,0.022,,,
6.505220096,,0.034,,,
6.51291008,,0.032,,,
6.520610048,,0.012,,,
6.528310016,,-0.029,,,
6.536009984,,0.057,,,
6.543710208,,0.539,,,
6.551410176,,1.267,,,
6.559110144,,1.598,,,
6.566800128,,0.979,,,
6.574500096,,-0.029,,,
6.582200064,,-0.226,,,
6.589900032,,0.072,,,
6.5976,,-0.029,,,
6.605299968,,-0.161,,,
6.613000192,,-0.052,,,
6.620690176,,-0.029,,,
6.628390144,,-0.067,,,
6.636090112,,-0.024,,,
6.64379008,,0.002,,,
6.651490048,,-0.004,,,
6.659190016,,0.024,,,
6.666889984,,0.062,,,
6.674579968,,0.077,,,
6.682280192,,0.094,,,
6.68998016,,0.114,,,
6.697680128,,0.141,,,
6.705380096,,0.176,,,
6.713080064,,0.208,,,
6.720780032,,0.233,,,
6.728470016,,0.246,,,
6.736169984,,0.248,,,
6.743869952,,0.261,,,
6.751570176,,0.278,,,
6.759270144,,0.27,,,
6.766970112,,0.248,,,
6.77467008,,0.226,,,
6.782360064,,0.174,,,
6.790060032,,0.087,,,
6.79776,,0.004,,,
6.805459968,,-0.032,,,
6.813160192,,-0.052,,,
6.820850176,,-0.082,,,
6.828550144,,-0.101,,,
6.836250112,,-0.091,,,
6.84395008,,-0.072,,,
6.851650048,,-0.059,,,
6.859350016,,-0.047,,,
6.86704,,-0.039,,,
6.874739968,,-0.029,,,
6.882440192,,-0.014,,,
6.89014016,,-0.009,,,
6.897840128,,-0.024,,,
6.905540096,,-0.019,,,
6.91323008,,0.004,,,
6.920930048,,0.012,,,
6.928630016,,0.009,,,
6.936329984,,0.014,,,
6.944030208,,0.027,,,
6.951730176,,0.034,,,
6.95942016,,0.039,,,
6.967120128,,0.032,,,
6.974820096,,0.024,,,
6.982520064,,0.024,,,
6.990220032,,0.029,,,
6.99792,,0.032,,,
7.005609984,,0.032,,,
7.013309952,,0.037,,,
7.021010176,,0.054,,,
7.028710144,,0.059,,,
7.036410112,,0.044,,,
7.044100096,,0.044,,,
7.051800064,,0.059,,,
7.059500032,,0.049,,,
7.0672,,0.034,,,
7.074899968,,0.042,,,
7.082600192,,0.047,,,
7.090290176,,0.052,,,
7.097990144,,0.059,,,
7.105690112,,0.049,,,
7.11339008,,0.024,,,
7.121090048,,-0.012,,,
7.128790016,,0.014,,,
7.13648,,0.367,,,
7.144179968,,1.074,,,
7.151880192,,1.591,,,
7.15958016,,1.25,,,
7.167280128,,0.226,,,
7.174980096,,-0.268,,,
7.18267008,,-0.004,,,
7.190370048,,0.019,,,
7.198070016,,-0.171,,,
7.205769984,,-0.099,,,
7.213470208,,-0.029,,,
7.221160192,,-0.094,,,
7.22886016,,-0.089,,,
7.236560128,,-0.032,,,
7.244260096,,-0.032,,,
7.251960064,,-0.032,,,
7.259660032,,0.007,,,
7.267350016,,0.042,,,
7.275049984,,0.059,,,
7.282749952,,0.077,,,
7.290450176,,0.094,,,
7.298150144,,0.121,,,
7.305850112,,0.154,99.0,595.0,
7.313540096,,0.181,,,
7.321240064,,0.203,,,
7.328940032,,0.223,,,
7.33664,,0.241,,,
7.344339968,,0.246,,,
7.352040192,,0.218,,,
7.35974016,,0.193,,,
7.367430144,,0.193,,,
7.375130112,,0.156,,,
7.38283008,,0.067,,,
7.390530048,,-0.009,,,
7.398230016,,-0.062,,,
7.405929984,,-0.124,,,
7.413629952,,-0.164,,,
7.421320192,,-0.164,,,
