Avatar,id,Animation,Rating
woman,23,RightHandToFace,1.1185567808320431
woman,24,RightHandToFace,9.209631256391797
woman,25,RightHandToFace,2.770641398671936
woman,26,RightHandToFace,0.3963409112086755
woman,27,RightHandToFace,1.414966740836819
woman,28,RightHandToFace,1.549623797757944
woman,29,RightHandToFace,0.7378560779307202
woman,30,RightHandToFace,0.894411495130155
woman,31,RightHandToFace,4.252660675810494
man,1,TouchBody,0.6126138424250716
man,2,TouchBody,1.2858317731342213
man,3,TouchBody,4.65117495234816
man,4,TouchBody,2.58094315426093
man,5,TouchBody,0.8658854625760382
man,6,TouchBody,7.897507679748982
man,7,TouchBody,7.62753807182711
man,8,TouchBody,2.1776382382165025
man,9,TouchBody,7.744972820564692
man,10,TouchBody,0.6444320865295581
man,11,TouchBody,1.657309812810422
man,12,TouchBody,2.281673900284193
man,13,TouchBody,1.1610550287369192
man,14,TouchBody,1.5102230007686168
man,15,TouchBody,0.5078726362482545
man,16,TouchBody,3.995950511493065
man,17,TouchBody,2.0381170363739196
man,18,TouchBody,0.8176053724700637
man,19,TouchBody,2.028045034632492
man,20,TouchBody,1.0409744550985816
man,21,TouchBody,1.930459510335217
